Date,Sleep_Duration,Mood_Score,Caffeine_Intake_mg,Exercise_Minutes,Screen_Time_Hours,Stress_Level,Water_Intake_Liters,Alcohol_Consumed,Journaled
2025-04-17,5.5024689388918135,1.0,161.0,,,5.0,2.81936715815712,Yes,Yes
2025-04-18,,,99.0,54.0,2.134121758628972,,3.627907036837184,Yes,Yes
2025-04-19,6.6790167336617365,4.0,337.0,2.0,5.023856474800314,7.0,,No,No
2025-04-20,6.925804435521351,1.0,,77.0,7.055764188041503,8.0,3.7610777297476634,No,
,8.012229238249905,9.0,306.0,37.0,3.6949817191585526,7.0,2.6490056795689902,No,No
2025-04-22,5.315916967656552,6.0,140.0,113.0,4.53813510024934,4.0,2.9224171176309683,Yes,
2025-04-23,7.573614619276076,1.0,82.0,0.0,6.369685474663151,8.0,2.576842070753261,No,
2025-04-24,7.249678312319584,1.0,,,3.069534798243085,5.0,2.8733418913977067,Yes,Yes
2025-04-25,7.738676896012223,6.0,197.0,37.0,,10.0,1.8593555113876041,No,Yes
2025-04-26,7.433752965861727,4.0,111.0,84.0,2.6645466247794785,9.0,3.0546438862605774,Yes,Yes
2025-04-27,10.682950209866341,4.0,55.0,111.0,,10.0,2.7059738189369393,No,No
2025-04-28,6.043390023623026,6.0,178.0,28.0,8.083345623592734,5.0,2.5438615563781832,Yes,Yes
2025-04-29,6.203504567497274,7.0,185.0,4.0,1.8411700210138795,1.0,3.7224741464710975,Yes,Yes
2025-04-30,6.065289210362853,,217.0,112.0,,9.0,2.314230220626658,Yes,No
2025-05-01,6.166784321259618,10.0,315.0,73.0,7.81451795012989,5.0,3.3454754242343028,Yes,Yes
2025-05-02,6.0439193090402235,5.0,216.0,91.0,5.797390367244476,6.0,3.415095017969829,Yes,No
2025-05-03,8.783524796661327,9.0,119.0,,,4.0,3.098881069209824,Yes,Yes
2025-05-04,9.130756371984782,4.0,393.0,113.0,1.9076757607782024,6.0,1.8244302304843947,No,No
2025-05-05,6.143880559375786,10.0,174.0,70.0,7.305889103645729,8.0,2.7513548081402086,No,
2025-05-06,,2.0,22.0,,5.7210304298889945,3.0,3.8709320107920497,No,Yes
,7.707123334579606,3.0,212.0,108.0,2.054027224516489,5.0,1.2270125257193074,No,No
2025-05-08,6.171665433578543,1.0,,46.0,7.379782107749982,2.0,2.368639053992659,Yes,Yes
2025-05-09,7.949397726633266,6.0,12.0,83.0,1.7991928764842604,2.0,3.31361596376774,No,No
,7.304384531276949,6.0,100.0,82.0,4.559027691665177,7.0,2.4192755801486534,Yes,Yes
2025-05-11,4.7263838275041525,1.0,23.0,34.0,4.470770593255741,10.0,3.066921471881711,Yes,No
,9.321257801995092,3.0,,67.0,8.236762657695671,10.0,3.4864337200193862,Yes,Yes
2025-05-13,9.693816509643282,5.0,10.0,68.0,4.477907616239695,10.0,2.6624043982041616,No,Yes
2025-05-14,6.080816964273421,3.0,272.0,0.0,4.47071462739855,6.0,,Yes,Yes
,6.418447660096024,10.0,280.0,67.0,2.2738433102046125,4.0,2.5643096535061405,No,No
2025-05-16,7.428798086087357,3.0,,11.0,3.7192046418827887,5.0,2.7084641173792217,,No
2025-05-17,7.501685184980538,10.0,200.0,59.0,3.365409078238715,,3.9718217044273896,No,
2025-05-18,7.987816409009246,3.0,20.0,,3.4695552679906143,7.0,2.455236055123547,No,No
2025-05-19,10.015306808149525,5.0,339.0,55.0,5.012569049783746,8.0,2.2527921734380936,No,No
2025-05-20,6.734579158758926,5.0,,105.0,0.13164722831481512,9.0,3.2292279603138336,Yes,Yes
2025-05-21,5.802554133192319,4.0,139.0,22.0,1.9795395091662047,8.0,1.9099543674307449,Yes,Yes
2025-05-22,4.9310211579782095,1.0,292.0,24.0,4.777962252785691,5.0,2.0696949799143316,,
2025-05-23,5.9036049400871216,5.0,297.0,20.0,5.242509366207863,3.0,2.0741582942331642,Yes,Yes
2025-05-24,,10.0,100.0,60.0,4.533134402712209,,2.3208878342793717,No,Yes
2025-05-25,9.691836795276682,5.0,303.0,62.0,4.918411020430078,9.0,2.351460374590959,,No
2025-05-26,6.223583051445743,,358.0,51.0,4.181766772689497,6.0,2.989369712765855,Yes,Yes
2025-05-27,7.335681927458348,6.0,27.0,87.0,4.9629907935406745,5.0,2.260346855318926,Yes,No
2025-05-28,6.975365655890872,10.0,,24.0,5.868284440524432,3.0,3.017624428464631,Yes,Yes
,8.782589910172126,4.0,,108.0,5.854267457375322,6.0,3.104926493389248,Yes,No
,10.790398638810434,7.0,302.0,54.0,,3.0,,Yes,No
2025-05-31,6.203696840619519,7.0,145.0,45.0,6.830189479165901,10.0,3.0898942130889155,Yes,No
2025-06-01,6.265840836222667,2.0,255.0,31.0,5.314217389006639,,3.1533929380708017,Yes,Yes
,8.566241315603609,3.0,226.0,54.0,7.464427912679538,4.0,1.2673444943583991,,Yes
2025-06-03,8.022837234439468,1.0,235.0,95.0,7.8657448625341635,2.0,2.7054366670117767,Yes,Yes
2025-06-04,,,360.0,4.0,2.114546557253508,8.0,2.1455143241893606,Yes,Yes
,7.875892277988946,9.0,379.0,35.0,3.281944922262582,,3.41214548623271,Yes,No
2025-06-06,6.461061863819411,4.0,12.0,109.0,6.627096079941101,9.0,2.138375670308506,Yes,No
2025-06-07,7.885982246038464,,209.0,105.0,1.670215159742105,,1.5623617912825312,No,No
2025-06-08,8.663055370874362,9.0,228.0,48.0,7.840353925386747,,2.479128228331821,Yes,No
2025-06-09,8.230723271796046,6.0,396.0,105.0,,4.0,1.8721193871306174,Yes,Yes
2025-06-10,7.760911046660946,9.0,99.0,57.0,6.1500660702180365,5.0,3.0947096851765217,Yes,No
2025-06-11,8.600012034383731,4.0,30.0,38.0,4.767218674278447,3.0,1.933971250782749,Yes,Yes
2025-06-12,8.75394338566851,8.0,385.0,,2.215220944432626,9.0,2.487745485568206,Yes,No
2025-06-13,9.07323848655629,9.0,,96.0,7.11108920426395,5.0,3.582067299014915,Yes,No
2025-06-14,7.973064831384464,4.0,136.0,112.0,10.50144606107466,,,No,No
2025-06-15,6.749322879524718,5.0,328.0,84.0,,3.0,,No,Yes
2025-06-16,7.220070529649984,8.0,165.0,60.0,4.355282898309515,9.0,2.4106956012134075,No,Yes
2025-06-17,8.809763449762535,10.0,309.0,8.0,-0.29819908653411886,7.0,2.7680275193477617,Yes,No
2025-06-18,,6.0,99.0,5.0,7.703005806912242,2.0,2.982288766907538,Yes,No
2025-06-19,,,108.0,114.0,6.823530645684006,9.0,1.809378345749158,Yes,No
2025-06-20,,3.0,342.0,108.0,1.5332322758901715,4.0,3.0959360707466876,,Yes
2025-06-21,7.043117234402226,,172.0,34.0,0.8702290759062272,9.0,1.7288141632100436,Yes,Yes
2025-06-22,8.917677793910947,8.0,236.0,,1.1015374336694697,2.0,2.9007163545085937,Yes,Yes
2025-06-23,7.286648602029855,10.0,161.0,21.0,6.290338250745636,10.0,1.7251767168152514,No,No
2025-06-24,7.069654822234223,6.0,392.0,40.0,,4.0,3.87395737035943,No,Yes
2025-06-25,4.960215788530121,10.0,215.0,,,5.0,3.034339137455927,Yes,No
2025-06-26,8.119380349040831,9.0,263.0,4.0,5.998520062765596,2.0,1.410782304849832,Yes,Yes
2025-06-27,7.968226271711613,6.0,,41.0,5.317754241982305,10.0,2.499351361638893,Yes,No
2025-06-28,10.24488208495819,9.0,291.0,86.0,4.265460586291563,1.0,,Yes,No
2025-06-29,6.538332647570499,4.0,273.0,80.0,6.9403936533706,7.0,2.052191149153045,No,Yes
2025-06-30,7.328725491495908,8.0,2.0,75.0,2.590128797543923,10.0,2.6029724685278928,Yes,No
2025-07-01,7.374075525566133,4.0,27.0,86.0,7.29507842718779,1.0,1.8504043752320511,,No
2025-07-02,9.366179919645212,2.0,,79.0,3.5429568919712944,8.0,3.0330260354891054,No,No
2025-07-03,6.857056701419572,10.0,,66.0,8.56307336393409,3.0,2.9932578608995395,Yes,
,7.418532288655509,9.0,27.0,29.0,2.989387953037067,10.0,2.7459973424593898,Yes,No
2025-07-05,,5.0,309.0,56.0,,6.0,,No,Yes
2025-07-06,7.279913684734537,4.0,64.0,85.0,5.1171742750847065,7.0,2.9618728001614874,No,Yes
2025-07-07,6.330349578174207,2.0,355.0,72.0,5.104637095644966,10.0,3.053969854254589,Yes,No
2025-07-08,7.291134989347461,1.0,20.0,28.0,5.981657001236191,1.0,2.818442415719177,No,Yes
2025-07-09,,7.0,251.0,110.0,2.4286351635066454,,1.5816881837738337,,No
2025-07-10,5.460227050883409,6.0,234.0,,4.92537518350673,7.0,1.9481297202916954,Yes,Yes
,7.199454511220314,2.0,226.0,86.0,5.2762634128054415,6.0,2.3123573549555214,No,No
2025-07-12,5.94981877759124,8.0,12.0,12.0,3.9445235519437465,4.0,1.4669463715052118,Yes,Yes
2025-07-13,8.792569943387264,4.0,312.0,31.0,5.808117234918836,1.0,2.656802193332071,Yes,No
2025-07-14,4.715219642824338,8.0,48.0,45.0,2.307260173024438,9.0,3.4877036451265315,Yes,No
2025-07-15,6.161617229092617,7.0,117.0,115.0,4.347092221898633,4.0,3.3761832567317147,Yes,No
2025-07-16,7.565817812596781,5.0,53.0,,3.493631751192668,7.0,3.0177383008034124,No,No
2025-07-17,9.34828604385151,10.0,137.0,111.0,4.353138140901962,7.0,3.0093983537100883,Yes,Yes
2025-07-18,6.901374608390518,10.0,52.0,22.0,7.894070919842406,2.0,,Yes,Yes
2025-07-19,6.167200709960202,8.0,43.0,44.0,7.9329114523148005,1.0,3.090704682524853,Yes,No
2025-07-20,9.821735604160885,9.0,302.0,16.0,7.5408329211624405,8.0,3.1479449807518427,Yes,Yes
2025-07-21,4.8279791493756345,5.0,52.0,118.0,4.075485439838297,8.0,,No,
2025-07-22,3.701791065069877,10.0,,103.0,6.815236553600414,7.0,3.4329731560493872,No,No
2025-07-23,7.6600216750799985,5.0,45.0,84.0,,8.0,2.7789481452138936,No,Yes
2025-07-24,6.246918663471083,2.0,12.0,65.0,5.091179407006017,3.0,2.4441509581971257,Yes,Yes
2025-07-25,5.46815077430393,5.0,164.0,,4.8452773047616615,2.0,2.270653313152233,No,No
2025-07-26,8.06253467094903,3.0,101.0,5.0,8.516835714758251,7.0,2.1159831943315286,No,Yes
2025-07-27,7.365701070656798,7.0,279.0,,7.7316772111129275,8.0,3.3797438148526266,Yes,No
2025-07-28,6.1538820538949075,10.0,,17.0,6.489792836894194,1.0,2.480148749519838,No,Yes
2025-07-29,5.079543401993659,5.0,336.0,93.0,4.659398068978747,10.0,2.1418250087908266,Yes,Yes
2025-07-30,8.308685992420218,8.0,355.0,21.0,,9.0,1.9599172366889197,No,Yes
2025-07-31,,,397.0,117.0,6.061133209075469,4.0,2.6194191561239997,No,
2025-08-01,,3.0,,32.0,3.9567821762919553,4.0,2.248273207047552,No,Yes
,9.7699554940715,3.0,162.0,29.0,,3.0,2.0885711132502416,No,No
2025-08-03,5.394872850510771,9.0,386.0,80.0,3.157509777114187,6.0,1.5324908215071709,Yes,
2025-08-04,,5.0,110.0,106.0,5.783687375994811,1.0,3.171550151653148,Yes,
2025-08-05,,9.0,101.0,31.0,0.4205689004147404,6.0,2.4033837071851636,No,No
2025-08-06,,9.0,16.0,41.0,3.89876294679574,2.0,1.7403329400831857,Yes,No
2025-08-07,7.3650091739840375,1.0,267.0,114.0,9.155354265838888,9.0,2.3101347010669815,No,No
2025-08-08,6.638145913215505,2.0,181.0,77.0,7.072382988783822,2.0,2.884392439175932,No,Yes
2025-08-09,7.528083094771445,5.0,,9.0,8.070936899869048,7.0,2.520188610122318,No,Yes
2025-08-10,5.122690863714334,4.0,23.0,110.0,3.665384665291236,1.0,2.6336956234394266,No,No
2025-08-11,9.165646906109888,10.0,28.0,114.0,,7.0,2.5297837805932164,No,No
2025-08-12,6.876773232411146,9.0,,35.0,7.563984506188609,,1.6062009564912434,No,No
2025-08-13,,7.0,227.0,33.0,6.266189869410754,8.0,3.1639559802844714,Yes,No
2025-08-14,7.5140880195665565,6.0,377.0,,6.0171317547166385,4.0,1.3042276877326473,Yes,
2025-08-15,7.685129828730676,7.0,187.0,105.0,8.261163940660126,10.0,2.8230756022280095,No,Yes
2025-08-16,7.8546509203483055,1.0,345.0,27.0,2.9190900687721437,7.0,2.930899645046811,Yes,Yes
2025-08-17,7.671562840025972,1.0,229.0,10.0,,6.0,2.346109407354572,No,
2025-08-18,7.964084139801316,8.0,320.0,77.0,1.4918288746612913,5.0,2.7473957666638897,Yes,
,8.993728795198647,2.0,339.0,38.0,2.8097878961287974,4.0,2.3060051715318455,,No
2025-08-20,7.294781754552205,10.0,118.0,118.0,7.148370784357942,7.0,2.7558466421637804,Yes,
2025-08-21,8.063505636382768,9.0,,46.0,3.165301467615753,5.0,3.195045780463233,,No
2025-08-22,6.86539645856916,7.0,271.0,117.0,6.4710485082501945,5.0,1.9455115015302646,Yes,No
2025-08-23,9.16017582317421,6.0,174.0,18.0,8.31697008393616,1.0,2.971775401266612,No,No
2025-08-24,5.985411546911095,1.0,103.0,,,2.0,3.6846786016716777,No,Yes
2025-08-25,9.701410649366224,1.0,91.0,14.0,6.039726879599625,,,No,
2025-08-26,6.939763074033485,2.0,185.0,27.0,6.48662425908584,3.0,,Yes,Yes
,4.853837346822928,6.0,282.0,23.0,2.5570098738668694,2.0,4.084262987359875,,No
2025-08-28,7.192156622366184,6.0,180.0,71.0,3.767095309397906,4.0,,Yes,Yes
2025-08-29,5.978422513787679,2.0,169.0,,2.9926775766563956,4.0,2.6620709326620142,No,No
2025-08-30,,1.0,186.0,8.0,3.9265537798339425,4.0,2.6766619466735246,No,Yes
2025-08-31,,10.0,174.0,,6.432221396162198,4.0,2.8135043293194966,,
2025-09-01,6.33072485017783,5.0,221.0,32.0,3.8096065381154167,3.0,,,No
2025-09-02,,,232.0,61.0,,7.0,2.63299360249292,Yes,No
2025-09-03,6.321540521126385,2.0,161.0,96.0,2.915076766137529,9.0,3.166528620405739,Yes,
2025-09-04,3.364181010056565,6.0,133.0,18.0,7.452844329067404,5.0,2.238619285135671,Yes,Yes
2025-09-05,4.624145764771415,9.0,390.0,66.0,,4.0,2.206004216011313,Yes,Yes
2025-09-06,8.140621984216446,2.0,223.0,73.0,8.04596110381991,2.0,2.295540867171944,No,Yes
2025-09-07,8.178700237976248,10.0,152.0,39.0,5.12185818769872,2.0,1.7315590274110724,Yes,
2025-09-08,7.6381863426774474,2.0,32.0,,2.1860008440738414,5.0,2.0220123767039024,Yes,
2025-09-09,,3.0,54.0,105.0,4.657946506908751,,1.9934940534519332,Yes,No
2025-09-10,6.92843296578703,,6.0,64.0,2.874446345067671,10.0,2.4996342334323804,Yes,No
2025-09-11,6.994596191364147,,243.0,,6.178698754756305,10.0,3.085301958994037,Yes,No
2025-09-12,5.262452966211185,8.0,312.0,49.0,4.477274435346267,9.0,3.5175998678156306,Yes,No
2025-09-13,9.255097452650727,8.0,,97.0,5.326420510054708,,2.540032032034305,Yes,Yes
2025-09-14,8.316043435863508,6.0,11.0,114.0,,5.0,2.8195288260000955,No,Yes
2025-09-15,6.668553739255504,10.0,15.0,12.0,3.889315392273349,,,No,Yes
,7.040328758491796,3.0,207.0,,3.0527559807687457,10.0,1.0345927313553391,No,Yes
2025-09-17,7.312574211921329,3.0,42.0,0.0,,10.0,1.6964763616978082,No,
2025-09-18,3.937397697363564,1.0,372.0,33.0,4.653693796400605,6.0,,Yes,Yes
2025-09-19,6.629233926219104,7.0,134.0,92.0,4.370618212603232,3.0,3.1009396203437056,No,Yes
2025-09-20,5.977023628003302,5.0,227.0,47.0,4.60357220311568,5.0,3.084925617583979,No,Yes
2025-09-21,5.497569985157627,4.0,110.0,110.0,3.642276413028451,8.0,2.375531610875628,No,No
2025-09-22,6.578349560671068,10.0,306.0,76.0,4.377297146447949,,1.103615877579318,Yes,No
2025-09-23,9.696529790274283,4.0,159.0,47.0,5.411259629386976,1.0,1.7800325100245793,No,No
,7.961264291900514,,,48.0,2.93172600188647,7.0,1.8871445080469869,No,
2025-09-25,6.143231515325805,6.0,263.0,,3.2212960138415845,5.0,2.9401380053634982,Yes,No
2025-09-26,7.858874172034238,8.0,224.0,63.0,7.756568187245348,5.0,2.249840232508383,No,No
